,trackName,artistName,count,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
66,Another Round,Elina,31,0.702,0.181,2.0,-12.484,1.0,0.0386,0.826,0.0,0.0792,0.303,117.818,audio_features,6K45xzUFGraTe7RJpe87sJ,spotify:track:6K45xzUFGraTe7RJpe87sJ,https://api.spotify.com/v1/tracks/6K45xzUFGraTe7RJpe87sJ,https://api.spotify.com/v1/audio-analysis/6K45xzUFGraTe7RJpe87sJ,181711.0,3.0
67,State Lines,Novo Amor,31,0.509,0.31,9.0,-10.623,1.0,0.0313,0.959,0.229,0.0963,0.151,137.474,audio_features,7CoMBpPTwQi2wPT0U0Nr9b,spotify:track:7CoMBpPTwQi2wPT0U0Nr9b,https://api.spotify.com/v1/tracks/7CoMBpPTwQi2wPT0U0Nr9b,https://api.spotify.com/v1/audio-analysis/7CoMBpPTwQi2wPT0U0Nr9b,208653.0,3.0
68,Even When You're Home,Ben Kessler,31,0.561,0.467,1.0,-7.706,0.0,0.0637,0.108,3.25e-06,0.11,0.295,71.571,audio_features,53QtJlMeBvJ5NXnUMtJnI8,spotify:track:53QtJlMeBvJ5NXnUMtJnI8,https://api.spotify.com/v1/tracks/53QtJlMeBvJ5NXnUMtJnI8,https://api.spotify.com/v1/audio-analysis/53QtJlMeBvJ5NXnUMtJnI8,211000.0,4.0
69,reckless driving,Lizzy McAlpine,31,0.532,0.39,0.0,-10.495,1.0,0.234,0.684,0.0,0.184,0.431,199.956,audio_features,5GpEHUNI0T7L7H3DnAaBXh,spotify:track:5GpEHUNI0T7L7H3DnAaBXh,https://api.spotify.com/v1/tracks/5GpEHUNI0T7L7H3DnAaBXh,https://api.spotify.com/v1/audio-analysis/5GpEHUNI0T7L7H3DnAaBXh,189247.0,4.0
70,Crazier Things,Chelsea Cutler,31,0.635,0.274,2.0,-13.53,1.0,0.033,0.813,0.0,0.162,0.316,93.025,audio_features,3K7vPyMCcecKRotnu08MMP,spotify:track:3K7vPyMCcecKRotnu08MMP,https://api.spotify.com/v1/tracks/3K7vPyMCcecKRotnu08MMP,https://api.spotify.com/v1/audio-analysis/3K7vPyMCcecKRotnu08MMP,264585.0,4.0
71,Falling Asleep At The Wheel,Holly Humberstone,30,0.662,0.626,0.0,-8.3,1.0,0.221,0.736,0.0,0.27,0.321,121.828,audio_features,5rqQv5jUcg58xsi1nuZDl9,spotify:track:5rqQv5jUcg58xsi1nuZDl9,https://api.spotify.com/v1/tracks/5rqQv5jUcg58xsi1nuZDl9,https://api.spotify.com/v1/audio-analysis/5rqQv5jUcg58xsi1nuZDl9,203248.0,4.0
72,Arms,The Paper Kites,30,0.41,0.141,2.0,-18.564,1.0,0.0337,0.931,0.0898,0.118,0.239,149.884,audio_features,4EXvl9cypQrKVYwabqd1EY,spotify:track:4EXvl9cypQrKVYwabqd1EY,https://api.spotify.com/v1/tracks/4EXvl9cypQrKVYwabqd1EY,https://api.spotify.com/v1/audio-analysis/4EXvl9cypQrKVYwabqd1EY,203560.0,4.0
73,Last Minute,Sam MacPherson,30,0.577,0.283,1.0,-9.235,1.0,0.0821,0.577,0.0,0.507,0.48,143.915,audio_features,0i7Ps1oPnc0IfUAeKiktY2,spotify:track:0i7Ps1oPnc0IfUAeKiktY2,https://api.spotify.com/v1/tracks/0i7Ps1oPnc0IfUAeKiktY2,https://api.spotify.com/v1/audio-analysis/0i7Ps1oPnc0IfUAeKiktY2,133253.0,4.0
74,Please Notice,Christian Leave,30,0.55,0.271,2.0,-8.451,1.0,0.0297,0.843,3.21e-06,0.107,0.198,111.344,audio_features,36seMHoyXmLUNxcwzwjdF7,spotify:track:36seMHoyXmLUNxcwzwjdF7,https://api.spotify.com/v1/tracks/36seMHoyXmLUNxcwzwjdF7,https://api.spotify.com/v1/audio-analysis/36seMHoyXmLUNxcwzwjdF7,116667.0,4.0
75,Blue,Elina,30,0.622,0.144,1.0,-14.863,1.0,0.0361,0.783,5.56e-05,0.109,0.0619,115.844,audio_features,65HsXWtHGIMXJE9YB7CvZA,spotify:track:65HsXWtHGIMXJE9YB7CvZA,https://api.spotify.com/v1/tracks/65HsXWtHGIMXJE9YB7CvZA,https://api.spotify.com/v1/audio-analysis/65HsXWtHGIMXJE9YB7CvZA,191953.0,4.0
76,Alpine Green,Jolé,30,0.527,0.144,9.0,-16.346,1.0,0.0339,0.954,0.00127,0.0972,0.312,97.749,audio_features,5eBrtJj35okckUbYP78X14,spotify:track:5eBrtJj35okckUbYP78X14,https://api.spotify.com/v1/tracks/5eBrtJj35okckUbYP78X14,https://api.spotify.com/v1/audio-analysis/5eBrtJj35okckUbYP78X14,150491.0,4.0
77,Live Cinema,Ellie Williams,30,0.637,0.267,5.0,-12.409,1.0,0.0475,0.939,4.79e-06,0.0831,0.507,100.957,audio_features,70MUqzw4xr1y07vB1E4yVt,spotify:track:70MUqzw4xr1y07vB1E4yVt,https://api.spotify.com/v1/tracks/70MUqzw4xr1y07vB1E4yVt,https://api.spotify.com/v1/audio-analysis/70MUqzw4xr1y07vB1E4yVt,141980.0,4.0
78,Till Forever Falls Apart,Ashe,30,0.346,0.501,2.0,-6.939,1.0,0.0364,0.421,0.0,0.0657,0.299,99.855,audio_features,4x5YzxjrF9wvIIXJV7TveC,spotify:track:4x5YzxjrF9wvIIXJV7TveC,https://api.spotify.com/v1/tracks/4x5YzxjrF9wvIIXJV7TveC,https://api.spotify.com/v1/audio-analysis/4x5YzxjrF9wvIIXJV7TveC,222927.0,4.0
79,Say Less,Rosie Darling,30,0.623,0.389,10.0,-9.317,1.0,0.0376,0.582,1.88e-06,0.19,0.182,128.12,audio_features,4BoWM5jPzcJQTOehHM6rd4,spotify:track:4BoWM5jPzcJQTOehHM6rd4,https://api.spotify.com/v1/tracks/4BoWM5jPzcJQTOehHM6rd4,https://api.spotify.com/v1/audio-analysis/4BoWM5jPzcJQTOehHM6rd4,96653.0,4.0
80,Work Off My Hurt,Havelin,30,0.499,0.515,5.0,-5.735,1.0,0.0273,0.23,5.36e-06,0.112,0.36,80.913,audio_features,1nYHyUuu1CorqO4X0a31d1,spotify:track:1nYHyUuu1CorqO4X0a31d1,https://api.spotify.com/v1/tracks/1nYHyUuu1CorqO4X0a31d1,https://api.spotify.com/v1/audio-analysis/1nYHyUuu1CorqO4X0a31d1,218965.0,4.0
81,broken,Jonah Kagen,30,0.501,0.348,1.0,-11.938,1.0,0.0579,0.501,2.18e-06,0.106,0.276,83.527,audio_features,44siIYlT1dMRQysOVjEvdF,spotify:track:44siIYlT1dMRQysOVjEvdF,https://api.spotify.com/v1/tracks/44siIYlT1dMRQysOVjEvdF,https://api.spotify.com/v1/audio-analysis/44siIYlT1dMRQysOVjEvdF,195400.0,4.0
82,The Few Things (With Charlotte Lawrence),JP Saxe,29,0.536,0.426,7.0,-10.446,1.0,0.123,0.64,5.88e-06,0.147,0.375,135.872,audio_features,7BdXiDH2bPhBuPP2jTwRZB,spotify:track:7BdXiDH2bPhBuPP2jTwRZB,https://api.spotify.com/v1/tracks/7BdXiDH2bPhBuPP2jTwRZB,https://api.spotify.com/v1/audio-analysis/7BdXiDH2bPhBuPP2jTwRZB,211567.0,4.0
83,The Day That I Met You,Matilda Mann,29,0.313,0.316,1.0,-9.872,1.0,0.0308,0.889,5.36e-06,0.106,0.265,91.587,audio_features,2G31WfcBUlMGZ8lpJ0bfA1,spotify:track:2G31WfcBUlMGZ8lpJ0bfA1,https://api.spotify.com/v1/tracks/2G31WfcBUlMGZ8lpJ0bfA1,https://api.spotify.com/v1/audio-analysis/2G31WfcBUlMGZ8lpJ0bfA1,165080.0,3.0
84,Coffee Stained Smile,Delaney Bailey,29,0.431,0.0586,7.0,-18.132,0.0,0.0445,0.887,1.79e-05,0.0947,0.145,111.072,audio_features,4zViEBkXQ68ObajzhGSqfF,spotify:track:4zViEBkXQ68ObajzhGSqfF,https://api.spotify.com/v1/tracks/4zViEBkXQ68ObajzhGSqfF,https://api.spotify.com/v1/audio-analysis/4zViEBkXQ68ObajzhGSqfF,180912.0,3.0
85,When All My Friends Move Away,carobae,29,0.548,0.278,3.0,-8.772,1.0,0.0439,0.911,0.0,0.1,0.33,77.522,audio_features,2j8f9XK5UoW9jnxnkHqS20,spotify:track:2j8f9XK5UoW9jnxnkHqS20,https://api.spotify.com/v1/tracks/2j8f9XK5UoW9jnxnkHqS20,https://api.spotify.com/v1/audio-analysis/2j8f9XK5UoW9jnxnkHqS20,143200.0,4.0
86,blue bird,Zachary Knowles,29,0.597,0.266,3.0,-8.973,1.0,0.028,0.805,0.0,0.128,0.352,129.981,audio_features,6mvjHs3ARC10teeMFZ4kh5,spotify:track:6mvjHs3ARC10teeMFZ4kh5,https://api.spotify.com/v1/tracks/6mvjHs3ARC10teeMFZ4kh5,https://api.spotify.com/v1/audio-analysis/6mvjHs3ARC10teeMFZ4kh5,221077.0,4.0
87,"always, i'll care",Jeremy Zucker,29,0.732,0.221,6.0,-12.623,1.0,0.056,0.897,2.62e-05,0.11,0.677,105.165,audio_features,0rbKrBvZUYY9GN9l057BuY,spotify:track:0rbKrBvZUYY9GN9l057BuY,https://api.spotify.com/v1/tracks/0rbKrBvZUYY9GN9l057BuY,https://api.spotify.com/v1/audio-analysis/0rbKrBvZUYY9GN9l057BuY,146160.0,4.0
88,Home,Nina Nesbitt,28,0.382,0.136,0.0,-11.042,1.0,0.0332,0.902,0.0,0.106,0.379,91.961,audio_features,0cyl4jdzXSs8gDXnJubJAR,spotify:track:0cyl4jdzXSs8gDXnJubJAR,https://api.spotify.com/v1/tracks/0cyl4jdzXSs8gDXnJubJAR,https://api.spotify.com/v1/audio-analysis/0cyl4jdzXSs8gDXnJubJAR,114320.0,3.0
89,A Little Bit Yours,JP Saxe,28,0.603,0.297,1.0,-8.525,1.0,0.0275,0.77,0.0,0.107,0.29,86.95,audio_features,1vjQHBoJWpQ3rAPRDVjrxA,spotify:track:1vjQHBoJWpQ3rAPRDVjrxA,https://api.spotify.com/v1/tracks/1vjQHBoJWpQ3rAPRDVjrxA,https://api.spotify.com/v1/audio-analysis/1vjQHBoJWpQ3rAPRDVjrxA,228387.0,4.0
90,all my ghosts,Lizzy McAlpine,28,0.638,0.293,3.0,-11.703,1.0,0.0478,0.342,0.000624,0.448,0.488,155.083,audio_features,46BHP7nFOrGQPLW8mCxzZr,spotify:track:46BHP7nFOrGQPLW8mCxzZr,https://api.spotify.com/v1/tracks/46BHP7nFOrGQPLW8mCxzZr,https://api.spotify.com/v1/audio-analysis/46BHP7nFOrGQPLW8mCxzZr,197032.0,4.0
91,Sweet Connection,Jessica Ricca,27,0.313,0.0643,7.0,-19.556,1.0,0.0568,0.988,0.00101,0.3,0.214,167.171,audio_features,5wQOqmOsCZpwW0MRrIVF1H,spotify:track:5wQOqmOsCZpwW0MRrIVF1H,https://api.spotify.com/v1/tracks/5wQOqmOsCZpwW0MRrIVF1H,https://api.spotify.com/v1/audio-analysis/5wQOqmOsCZpwW0MRrIVF1H,200673.0,4.0
92,The Girl You Call Best Friend,Aria Rayes,27,0.63,0.304,3.0,-12.63,1.0,0.35,0.883,0.0,0.35,0.358,111.399,audio_features,7q04SnX5wjWfkGE1c3Dvif,spotify:track:7q04SnX5wjWfkGE1c3Dvif,https://api.spotify.com/v1/tracks/7q04SnX5wjWfkGE1c3Dvif,https://api.spotify.com/v1/audio-analysis/7q04SnX5wjWfkGE1c3Dvif,162475.0,4.0
93,Be,Garrett Kato,27,0.658,0.423,11.0,-8.796,0.0,0.113,0.757,0.0,0.105,0.279,80.018,audio_features,4K58TCl6cXgby5ZFP4Aggw,spotify:track:4K58TCl6cXgby5ZFP4Aggw,https://api.spotify.com/v1/tracks/4K58TCl6cXgby5ZFP4Aggw,https://api.spotify.com/v1/audio-analysis/4K58TCl6cXgby5ZFP4Aggw,149695.0,4.0
94,17,Julia Michaels,27,0.774,0.466,4.0,-6.869,1.0,0.0433,0.458,0.0,0.111,0.396,97.975,audio_features,0ND8rF8oirMXtE59n585P6,spotify:track:0ND8rF8oirMXtE59n585P6,https://api.spotify.com/v1/tracks/0ND8rF8oirMXtE59n585P6,https://api.spotify.com/v1/audio-analysis/0ND8rF8oirMXtE59n585P6,182800.0,4.0
95,Shoot,Tommy Lefroy,27,0.361,0.172,7.0,-15.245,1.0,0.0356,0.874,0.168,0.132,0.15,177.118,audio_features,6xLf6gcZR4CPXrFrhzqqYu,spotify:track:6xLf6gcZR4CPXrFrhzqqYu,https://api.spotify.com/v1/tracks/6xLf6gcZR4CPXrFrhzqqYu,https://api.spotify.com/v1/audio-analysis/6xLf6gcZR4CPXrFrhzqqYu,157801.0,3.0
96,sometimes,Chelsea Cutler,27,0.466,0.127,2.0,-15.047,1.0,0.042,0.889,0.00325,0.326,0.146,168.521,audio_features,2MvpHgDzl7skp1xowjCDiG,spotify:track:2MvpHgDzl7skp1xowjCDiG,https://api.spotify.com/v1/tracks/2MvpHgDzl7skp1xowjCDiG,https://api.spotify.com/v1/audio-analysis/2MvpHgDzl7skp1xowjCDiG,276080.0,3.0
97,pass you by,Alaina Castillo,27,0.511,0.355,11.0,-6.883,1.0,0.0287,0.892,0.0,0.133,0.453,141.802,audio_features,6idG4unPt6ROA9BSusQ9Me,spotify:track:6idG4unPt6ROA9BSusQ9Me,https://api.spotify.com/v1/tracks/6idG4unPt6ROA9BSusQ9Me,https://api.spotify.com/v1/audio-analysis/6idG4unPt6ROA9BSusQ9Me,245946.0,4.0
98,Too Hot For You To Hold,Rosie Darling,26,0.548,0.215,10.0,-9.54,1.0,0.0389,0.915,0.0,0.111,0.422,101.189,audio_features,65R77sjoZz5lFjecQoHDdv,spotify:track:65R77sjoZz5lFjecQoHDdv,https://api.spotify.com/v1/tracks/65R77sjoZz5lFjecQoHDdv,https://api.spotify.com/v1/audio-analysis/65R77sjoZz5lFjecQoHDdv,117827.0,4.0
99,accidentally told you - demo,Tamzene,26,0.271,0.313,0.0,-12.614,1.0,0.0372,0.994,0.707,0.374,0.212,79.334,audio_features,21XbXW7FVHa2A2YHOqUTeN,spotify:track:21XbXW7FVHa2A2YHOqUTeN,https://api.spotify.com/v1/tracks/21XbXW7FVHa2A2YHOqUTeN,https://api.spotify.com/v1/audio-analysis/21XbXW7FVHa2A2YHOqUTeN,154250.0,4.0
100,Cut Me Out Your Photos,Tamzene,26,0.578,0.319,2.0,-8.895,1.0,0.026,0.903,0.000122,0.109,0.148,130.894,audio_features,2JDu2WDRJxQrLVMCHXh3HY,spotify:track:2JDu2WDRJxQrLVMCHXh3HY,https://api.spotify.com/v1/tracks/2JDu2WDRJxQrLVMCHXh3HY,https://api.spotify.com/v1/audio-analysis/2JDu2WDRJxQrLVMCHXh3HY,168616.0,4.0
101,Riptide,Vance Joy,26,0.484,0.731,1.0,-6.694,1.0,0.0379,0.431,0.0,0.151,0.51,101.654,audio_features,3JvrhDOgAt6p7K8mDyZwRd,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/tracks/3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/audio-analysis/3JvrhDOgAt6p7K8mDyZwRd,204280.0,4.0
102,In Agreement,Lizzy McAlpine,26,0.463,0.162,5.0,-16.394,0.0,0.0461,0.966,0.000132,0.116,0.243,66.167,audio_features,51BXUxZhfG6V51uXNwRHe6,spotify:track:51BXUxZhfG6V51uXNwRHe6,https://api.spotify.com/v1/tracks/51BXUxZhfG6V51uXNwRHe6,https://api.spotify.com/v1/audio-analysis/51BXUxZhfG6V51uXNwRHe6,227488.0,4.0
103,Mother Tongue,Joshua Moss,26,0.428,0.246,7.0,-14.753,1.0,0.0319,0.54,0.756,0.134,0.182,119.955,audio_features,6OLCKFLE1LRrjsbF8eEY6s,spotify:track:6OLCKFLE1LRrjsbF8eEY6s,https://api.spotify.com/v1/tracks/6OLCKFLE1LRrjsbF8eEY6s,https://api.spotify.com/v1/audio-analysis/6OLCKFLE1LRrjsbF8eEY6s,314000.0,4.0
104,Crazier Things (with Noah Kahan),Chelsea Cutler,26,0.635,0.274,2.0,-13.53,1.0,0.033,0.813,0.0,0.162,0.316,93.025,audio_features,3K7vPyMCcecKRotnu08MMP,spotify:track:3K7vPyMCcecKRotnu08MMP,https://api.spotify.com/v1/tracks/3K7vPyMCcecKRotnu08MMP,https://api.spotify.com/v1/audio-analysis/3K7vPyMCcecKRotnu08MMP,264585.0,4.0
105,Witness,Rosie Darling,26,0.431,0.305,2.0,-9.761,1.0,0.0628,0.895,1.66e-06,0.0981,0.206,174.365,audio_features,1DsVpqnIPZCV1YKdMragRL,spotify:track:1DsVpqnIPZCV1YKdMragRL,https://api.spotify.com/v1/tracks/1DsVpqnIPZCV1YKdMragRL,https://api.spotify.com/v1/audio-analysis/1DsVpqnIPZCV1YKdMragRL,235067.0,3.0
106,...What Are We?,Lizzy McAlpine,26,0.461,0.174,4.0,-14.917,1.0,0.0351,0.91,3.53e-06,0.111,0.187,91.648,audio_features,1CDTADeg2GTtviwTcioBJi,spotify:track:1CDTADeg2GTtviwTcioBJi,https://api.spotify.com/v1/tracks/1CDTADeg2GTtviwTcioBJi,https://api.spotify.com/v1/audio-analysis/1CDTADeg2GTtviwTcioBJi,218500.0,4.0
107,Good Stuff,Griff,25,0.641,0.376,7.0,-7.478,1.0,0.117,0.913,0.0,0.107,0.165,143.958,audio_features,1tUdd0dSQ5ij2XiqlWhlHX,spotify:track:1tUdd0dSQ5ij2XiqlWhlHX,https://api.spotify.com/v1/tracks/1tUdd0dSQ5ij2XiqlWhlHX,https://api.spotify.com/v1/audio-analysis/1tUdd0dSQ5ij2XiqlWhlHX,193266.0,4.0
108,To the Mountains,Lizzy McAlpine,25,0.461,0.147,4.0,-14.022,1.0,0.033,0.918,0.000638,0.0846,0.267,78.809,audio_features,4jLxibvYRtzEAiTDvbL9fO,spotify:track:4jLxibvYRtzEAiTDvbL9fO,https://api.spotify.com/v1/tracks/4jLxibvYRtzEAiTDvbL9fO,https://api.spotify.com/v1/audio-analysis/4jLxibvYRtzEAiTDvbL9fO,193800.0,1.0
109,Cruise Control,Ben Kessler,25,0.399,0.355,5.0,-8.418,1.0,0.0454,0.221,2.93e-05,0.416,0.228,146.03,audio_features,41ASkREdyNUtgmra1Rjw0C,spotify:track:41ASkREdyNUtgmra1Rjw0C,https://api.spotify.com/v1/tracks/41ASkREdyNUtgmra1Rjw0C,https://api.spotify.com/v1/audio-analysis/41ASkREdyNUtgmra1Rjw0C,159658.0,4.0
110,Let Light Be Light,Lizzy McAlpine,25,0.499,0.207,11.0,-11.995,1.0,0.0434,0.877,0.0,0.11,0.445,67.414,audio_features,5ao5BeXUi0FRKoP58rsUXB,spotify:track:5ao5BeXUi0FRKoP58rsUXB,https://api.spotify.com/v1/tracks/5ao5BeXUi0FRKoP58rsUXB,https://api.spotify.com/v1/audio-analysis/5ao5BeXUi0FRKoP58rsUXB,180483.0,4.0
111,I Believe In A Thing Called Love,Nina Nesbitt,25,0.295,0.172,8.0,-13.212,1.0,0.0434,0.667,0.0,0.0834,0.162,201.519,audio_features,7nlZZzSAQ4FbrRLHrkA8EL,spotify:track:7nlZZzSAQ4FbrRLHrkA8EL,https://api.spotify.com/v1/tracks/7nlZZzSAQ4FbrRLHrkA8EL,https://api.spotify.com/v1/audio-analysis/7nlZZzSAQ4FbrRLHrkA8EL,144467.0,4.0
112,What They'll Say About Us,FINNEAS,25,0.538,0.318,7.0,-13.036,0.0,0.0417,0.88,7.28e-05,0.116,0.0897,144.988,audio_features,4W1gUkq2TAOOFCBet3i3WR,spotify:track:4W1gUkq2TAOOFCBet3i3WR,https://api.spotify.com/v1/tracks/4W1gUkq2TAOOFCBet3i3WR,https://api.spotify.com/v1/audio-analysis/4W1gUkq2TAOOFCBet3i3WR,181210.0,4.0
113,Asking the Aspens,Kathleen,25,0.62,0.297,3.0,-10.292,1.0,0.0327,0.72,0.0,0.0709,0.252,132.05,audio_features,3XcRFpPw0yA8uQFrfjYOU0,spotify:track:3XcRFpPw0yA8uQFrfjYOU0,https://api.spotify.com/v1/tracks/3XcRFpPw0yA8uQFrfjYOU0,https://api.spotify.com/v1/audio-analysis/3XcRFpPw0yA8uQFrfjYOU0,169004.0,4.0
114,i hope she breaks your heart.,MARG,25,0.692,0.165,4.0,-12.083,1.0,0.0519,0.866,0.000185,0.147,0.0607,125.534,audio_features,6yWKcpz5TzVdV1RIZMllJC,spotify:track:6yWKcpz5TzVdV1RIZMllJC,https://api.spotify.com/v1/tracks/6yWKcpz5TzVdV1RIZMllJC,https://api.spotify.com/v1/audio-analysis/6yWKcpz5TzVdV1RIZMllJC,89746.0,4.0
115,fly when i fall,Lewis Watson,25,0.572,0.34,8.0,-10.287,1.0,0.0297,0.213,1.11e-06,0.078,0.206,119.632,audio_features,1QAGTTs237NByjLsUGJI3f,spotify:track:1QAGTTs237NByjLsUGJI3f,https://api.spotify.com/v1/tracks/1QAGTTs237NByjLsUGJI3f,https://api.spotify.com/v1/audio-analysis/1QAGTTs237NByjLsUGJI3f,250388.0,3.0
116,Place We Were Made,Maisie Peters,25,0.36,0.351,0.0,-9.105,1.0,0.0392,0.812,0.0,0.172,0.321,180.053,audio_features,7nZF59EvFUshBQfhHev64D,spotify:track:7nZF59EvFUshBQfhHev64D,https://api.spotify.com/v1/tracks/7nZF59EvFUshBQfhHev64D,https://api.spotify.com/v1/audio-analysis/7nZF59EvFUshBQfhHev64D,185274.0,3.0
117,I'm with You,Vance Joy,24,0.549,0.338,7.0,-10.956,1.0,0.0424,0.803,0.0,0.356,0.456,114.755,audio_features,0ng6gfC9IsDWL0WU95WGrr,spotify:track:0ng6gfC9IsDWL0WU95WGrr,https://api.spotify.com/v1/tracks/0ng6gfC9IsDWL0WU95WGrr,https://api.spotify.com/v1/audio-analysis/0ng6gfC9IsDWL0WU95WGrr,280062.0,3.0
118,Haunt You,Haley Joelle,24,0.556,0.456,1.0,-5.913,1.0,0.0327,0.804,1.46e-06,0.165,0.503,86.034,audio_features,7gGL98JRDErLSy6q1NS6Z0,spotify:track:7gGL98JRDErLSy6q1NS6Z0,https://api.spotify.com/v1/tracks/7gGL98JRDErLSy6q1NS6Z0,https://api.spotify.com/v1/audio-analysis/7gGL98JRDErLSy6q1NS6Z0,166105.0,4.0
119,Still Waiting to Start,Nina Nesbitt,24,0.615,0.332,7.0,-10.161,1.0,0.0295,0.639,0.0,0.15,0.515,125.894,audio_features,1yERtbTiF9fKGxaelyLJOA,spotify:track:1yERtbTiF9fKGxaelyLJOA,https://api.spotify.com/v1/tracks/1yERtbTiF9fKGxaelyLJOA,https://api.spotify.com/v1/audio-analysis/1yERtbTiF9fKGxaelyLJOA,183173.0,4.0
120,Hey There Delilah,Plain White T's,24,0.656,0.291,2.0,-10.572,1.0,0.0293,0.872,0.0,0.114,0.298,103.971,audio_features,4RCWB3V8V0dignt99LZ8vH,spotify:track:4RCWB3V8V0dignt99LZ8vH,https://api.spotify.com/v1/tracks/4RCWB3V8V0dignt99LZ8vH,https://api.spotify.com/v1/audio-analysis/4RCWB3V8V0dignt99LZ8vH,232533.0,4.0
121,Is She Gonna Be There?,Violet Skies,24,0.441,0.374,8.0,-9.575,1.0,0.0474,0.469,0.0,0.118,0.429,82.002,audio_features,6vLeZI8HlkmIrZ4BGoLAbi,spotify:track:6vLeZI8HlkmIrZ4BGoLAbi,https://api.spotify.com/v1/tracks/6vLeZI8HlkmIrZ4BGoLAbi,https://api.spotify.com/v1/audio-analysis/6vLeZI8HlkmIrZ4BGoLAbi,180631.0,3.0
122,Dear August,PJ Harding,24,0.643,0.324,0.0,-7.817,1.0,0.0338,0.8,0.0,0.111,0.444,147.019,audio_features,16gW9O8A4rIMx5OOVlzsSn,spotify:track:16gW9O8A4rIMx5OOVlzsSn,https://api.spotify.com/v1/tracks/16gW9O8A4rIMx5OOVlzsSn,https://api.spotify.com/v1/audio-analysis/16gW9O8A4rIMx5OOVlzsSn,200940.0,4.0
123,Keep Me,Novo Amor,24,0.567,0.131,1.0,-14.124,1.0,0.029,0.888,0.0553,0.158,0.0657,104.784,audio_features,5xYpEeGFXmkGMBQ22NfKfO,spotify:track:5xYpEeGFXmkGMBQ22NfKfO,https://api.spotify.com/v1/tracks/5xYpEeGFXmkGMBQ22NfKfO,https://api.spotify.com/v1/audio-analysis/5xYpEeGFXmkGMBQ22NfKfO,194560.0,4.0
124,Need You Now - Acoustic,Dean Lewis,24,0.601,0.317,10.0,-8.945,1.0,0.0497,0.911,0.0,0.181,0.381,137.95,audio_features,1MIpU2U1kUInGTpaCYuVKs,spotify:track:1MIpU2U1kUInGTpaCYuVKs,https://api.spotify.com/v1/tracks/1MIpU2U1kUInGTpaCYuVKs,https://api.spotify.com/v1/audio-analysis/1MIpU2U1kUInGTpaCYuVKs,203263.0,4.0
125,Good Mourning,Sophie Holohan,23,0.375,0.173,0.0,-12.099,1.0,0.0364,0.888,0.0,0.121,0.362,171.633,audio_features,56Bdgw0WJk98bxa2pOMgMB,spotify:track:56Bdgw0WJk98bxa2pOMgMB,https://api.spotify.com/v1/tracks/56Bdgw0WJk98bxa2pOMgMB,https://api.spotify.com/v1/audio-analysis/56Bdgw0WJk98bxa2pOMgMB,186628.0,3.0
126,Tell Me That You Love Me,James Smith,23,0.537,0.319,6.0,-8.749,1.0,0.0361,0.408,0.0,0.11,0.312,143.897,audio_features,0n3pKT2HiMJGxoAYgyezBV,spotify:track:0n3pKT2HiMJGxoAYgyezBV,https://api.spotify.com/v1/tracks/0n3pKT2HiMJGxoAYgyezBV,https://api.spotify.com/v1/audio-analysis/0n3pKT2HiMJGxoAYgyezBV,194659.0,4.0
127,Butterfly Rain,Tori Templet,23,0.836,0.188,7.0,-15.119,0.0,0.149,0.242,2.85e-05,0.136,0.308,146.0,audio_features,1CTgM4cDCcxdHvSG84Xnbl,spotify:track:1CTgM4cDCcxdHvSG84Xnbl,https://api.spotify.com/v1/tracks/1CTgM4cDCcxdHvSG84Xnbl,https://api.spotify.com/v1/audio-analysis/1CTgM4cDCcxdHvSG84Xnbl,223582.0,4.0
128,I'd Have to Think About It,Leith Ross,23,,,,,,,,,,,,,,,,,,
129,Together Forever,Nina Nesbitt,23,0.643,0.237,0.0,-12.16,1.0,0.0398,0.765,0.0,0.0766,0.334,104.998,audio_features,1SJpIDrH94zG6kQssti5hv,spotify:track:1SJpIDrH94zG6kQssti5hv,https://api.spotify.com/v1/tracks/1SJpIDrH94zG6kQssti5hv,https://api.spotify.com/v1/audio-analysis/1SJpIDrH94zG6kQssti5hv,152730.0,4.0
130,Over-the-Ocean Call,Lizzy McAlpine,23,0.701,0.343,4.0,-12.066,0.0,0.112,0.806,9.56e-05,0.284,0.228,92.012,audio_features,7I8qPfmUT4kofEFX0FlkLS,spotify:track:7I8qPfmUT4kofEFX0FlkLS,https://api.spotify.com/v1/tracks/7I8qPfmUT4kofEFX0FlkLS,https://api.spotify.com/v1/audio-analysis/7I8qPfmUT4kofEFX0FlkLS,244402.0,4.0
131,Where's My Love - Acoustic,SYML,23,0.554,0.225,3.0,-11.324,1.0,0.0281,0.892,0.0321,0.107,0.221,104.007,audio_features,0ElpbbncWT9aS7mgoqEHbQ,spotify:track:0ElpbbncWT9aS7mgoqEHbQ,https://api.spotify.com/v1/tracks/0ElpbbncWT9aS7mgoqEHbQ,https://api.spotify.com/v1/audio-analysis/0ElpbbncWT9aS7mgoqEHbQ,239880.0,4.0
